id,result
289,1998.4320455584484
1135,2986.2369053399348
1565,4886.110625803784
1658,260.00180713007137
1659,25375.201756229264
1660,23562.009942920446
2086,6535.870577226205
2087,7406.9230395899
2514,3226.6540410929597
3366,870.8329020247745
3367,23221.331763576123
3368,1528.25040404657
3795,4410.754596903992
3796,844.8583679848857
4219,11860.438372019955
4645,19830.247694592326
4646,7908.41287550185
4647,2553.52007072794
4648,344.80239549370015
4649,17909.374111666148
4650,13851.94559962069
5069,152.55335408713657
5072,33189.78617866363
5076,3465.1852584424637
5077,3978.201100812049
5466,8026.357576951768
5499,192.52306584986303
5927,706.1482615651202
6355,1942.0143178630349
6356,2350.21706651048
6783,918.6245005778355
7210,2602.9033959099916
7211,20298.891338796755
7638,1449.6522753985873
7639,6247.297485784779
7641,749.0227770715961
8070,210.66448689508024
8434,1242.8479597579608
8496,195.2359976497527
8922,6768.41661659633
9245,14037.992442737232
9291,15769.361465235126
9348,2966.4673369761213
9776,3141.4788402521563
9777,1711.2789029996286
9778,3042.215288083613
10146,8179.708135217639
10206,1300.1375166003227
10207,14365.7270941122
10208,1218.5874748640404
10574,31197.37635827111
10631,5187.623217456387
10632,5187.577315933757
10633,31390.963092724556
10635,10595.644241101476
10636,870.58085376529
11056,11092.162845092984
11058,39277.54675591729
11059,91169.84644449147
11060,1740.1300263595933
11483,31991.608587396928
11484,30845.183416897395
11485,116726.38928236165
11486,43673.22099391706
11487,94791.09474435939
11488,11779.974636657009
11492,14568.534249173204
11910,40770.97024756868
11911,39975.07807565464
11913,1356.122920603593
11914,74931.06325314236
11915,39633.50631497498
11916,9891.501226093686
11917,8910.160194466542
11918,1313.527855570948
12340,5752.902022255002
12341,48567.37850092489
12342,129551.34736749694
12766,57745.57483695797
12767,47200.483825073716
12768,97821.60421752483
12769,823.349091025697
12770,1976.2074623089245
13191,8255.519180887273
13192,5910.241602278191
13193,8954.223928594476
13194,27105.054912011477
13618,2083.085887130268
14045,12078.397617168243
14046,357.31776130459843
14473,10069.888044688854
14474,1524.0320643457924
14476,384.93086342027686
14813,7850.359085233049
14902,38341.54010480035
14903,609.3694654246403
14904,192.27993492000488
15328,4670.643805729646
15329,4462.410950743146
15716,16176.484796244735
15755,1811.9186271643737
15756,4158.060770411611
16182,931.5483493015863
16506,9905.367456606065
16609,13537.440015848282
16610,1680.51828415213
16614,1110.4723304388333
17037,9635.645430699826
17038,5365.79820575129
17039,66958.16219522012
17040,27455.72549343469
17041,11703.6421253856
17468,8434.976047346776
17893,70777.23033718592
17894,31254.93450149397
17899,565.6969640980616
18320,5091.231125683801
18323,344.2354783103707
18324,1847.2950491126064
18325,2772.3574596544086
18747,7261.965320092725
18748,14402.743709107897
18749,6703.02651933269
18750,20735.784687327898
18751,10392.234265820136
20819,11240.917109249409
20891,34773.40743841457
20892,5922.785478875763
21220,9507.32629943341
21321,26095.32114992923
23033,6805.616832210321
23034,12127.112347909033
23461,13356.008538891607
23735,6542.053509583353
23810,2890.9477626795947
23811,37561.098255594574
23812,89872.39527259424
24171,25955.552247739422
24236,15400.2331776145
24237,2072.3076301543456
24239,33074.178259240114
24240,7408.4428536252535
24662,1638.440509573851
24663,1999.7213712108485
25044,3851.9545530188248
25088,320.5546049900186
25089,1253.486789827715
25090,988.6489990254629
25095,75.62416256129744
25471,1425.0233783189897
25515,2083.6816583738632
25516,6271.03281473637
26852,5712.924221812254
26882,600.4078338536808
28494,2883.073641412607
28574,17390.399594391165
28753,11060.565352269901
28888,11474.670104304429
29001,44655.98873107942
29314,21448.20235051669
29315,16304.055099740286
29741,61720.546257746704
30467,35305.404699311046
30581,3168.3075438964743
31133,30428.575365161894
32400,4101.839323602524
32592,34339.817194142764
32825,1019.2576079575327
32828,1686.3550055400606
33013,7795.575677934514
33022,6010.489158799523
33023,531810.2219797784
33024,16980.46702069149
33255,10799.649322958021
33450,92603.71269465676
33678,4028.9468009595153
33679,2644.0366182190546
33680,806.8764542796489
34105,4728.861127922801
34995,21483.348927514216
36027,3747.343469819365
36454,106384.04811060028
36455,21835.95201359915
36881,12558.009034096385
36882,5570.180056327115
37091,1182.361470340943
37317,9468.435143825784
38177,844.3591098278296
38271,12150.23985797092
39454,202.79780818382187
39455,10642.560618953265
39881,134345.89789909997
39882,482101.44165832835
39885,400.7248643327281
40267,2703.3496569907593
40306,13927.31548980741
40308,209101.4639751946
40309,247101.19580036873
40312,187.06272362700037
40353,9.734632316722319
40406,3594.12967064032
40407,19373.967478663573
40474,24795.737004440965
40478,4012.0012096844675
40530,10547.861664673028
40693,2338.3535822529484
40735,2073.498421414846
40736,2058.955067427474
