id,inter_length,Cement,Steel,Total
123198,82.57685346268094,1518.1746251428547,9.413761294745628,1527.5892122061348
123199,91.13455475012253,1675.5078777354556,10.389339241513968,1685.8981283225169
123559,155.67815451709365,2862.1413140152217,17.747309614948676,2879.8901804117154
123560,570.8028507994884,10494.204703920086,65.07152499114167,10559.281936939735
123561,401.2716932912591,7377.376068442866,45.74497303520354,7423.125054195003
123562,434.0309535468897,7979.654740650033,49.47952870434542,8029.138609663912
123563,527.5267609784498,9698.57422532119,60.13805075154328,9758.717551340344
123564,113.81157341511674,2092.4246391211873,12.974519369323309,2105.4002966062444
123922,549.223176356284,10097.46260507852,62.61144210461637,10160.079539414897
123927,68.4358649864368,1258.1926934169908,7.801688608453794,1265.9950663840943
124285,544.4004961604625,10008.797677905142,62.061656562292725,10070.864778472396
124647,456.96588649483334,8401.313253548646,52.094111060411,8453.41193426792
124648,82.16516335954671,1510.605706713633,9.366828622988326,1519.9733569882546
124692,127.82861095464047,2350.1277341149557,14.572461648829014,2364.701474049894
125010,558.3697066733146,10265.621473491823,63.65414656075786,10329.281203749646
125054,437.9303788973072,8051.345636723205,49.92406319429302,8101.274079221286
125055,367.07369752137515,6748.6462581935075,41.84640151743677,6790.496330447919
125372,340.1601993136143,6253.841862778807,38.778262721752036,6292.623527102552
125373,230.915918297576,4245.386848741752,26.324414685923664,4271.713572586858
125415,40.47046702292233,744.0491315117569,4.6136332406131455,748.6631694570401
125416,601.2182868387379,11053.39219134733,68.53888469961612,11121.937088229814
125417,163.28790793910488,3002.046554581364,18.614821505057957,3020.663008965501
125735,571.0566731566724,10498.871225418692,65.10046073986067,10563.977396725284
125777,195.5867867578955,3595.8611186760418,22.296893690400086,3618.159968234309
125778,574.9506702927961,10570.462323826354,65.54437641337874,10636.012449746435
126097,491.9733161388067,9044.9244974788,56.08495803982397,9101.014375251785
126098,137.3323677456453,2524.8542076800118,15.655889923003565,2540.5114709266927
126139,307.43344339727236,5652.160782524419,35.04741254728905,5687.211269406142
126140,440.6962721013011,8102.1965556197,50.23937501954832,8152.440337601969
126459,357.8978127594239,6579.947708603881,40.80035065457433,6620.751638236583
126460,261.34278473344784,4804.784483896592,29.793077459613055,4834.580174784051
126501,419.25463676945634,7707.992304460088,47.79502859171802,7755.791525598173
126502,328.84961545961016,6045.896891728778,37.488856162395564,6083.389036387328
126822,541.099643112268,9948.111527622617,61.68535931479856,10009.802297933848
126863,531.0503725627814,9763.35578906301,60.53974247215708,9823.900842038893
126864,217.02842208974033,3990.0653698356555,24.741240118230397,4014.8087802381065
127184,169.24947302867145,3111.6498691373945,19.294439925268545,3130.946001557393
127185,371.6109008422621,6832.062695875981,42.36364269601788,6874.4300546810055
127224,6.537597599761333,120.19366649563612,0.7452861263727919,120.93901799798489
127225,636.2830588591967,11698.057674295744,72.53626870994842,11770.600305836278
127226,105.23268629641522,1934.701885232731,11.996526237791334,1946.6994637973853
127547,535.4176659084366,9843.648433549948,61.03761391356177,9904.691401640168
127586,118.28243528983892,2174.621389979336,13.484197623041636,2188.1067704267302
127587,629.7454612594354,11577.864007800108,71.79098258357564,11649.661287838295
127910,535.3994562934013,9843.31364995962,61.03553801744775,9904.35454197163
127948,230.0018324694126,4228.5813899318255,26.220208901513036,4254.803898851664
127949,518.0006235670436,9523.436284273861,59.052071086642975,9582.49353536674
128272,33.88511709425904,622.9775389267814,3.8629033487455304,626.840781126698
128273,489.6469462611054,9002.15421054096,55.81975187376602,9057.97885888419
128310,427.94794743496755,7867.818734112404,48.7860660075863,7916.609079599464
128311,406.2812263897841,7469.476284363917,46.316059808435384,7515.796406984616
128635,516.7898922905687,9501.177001863183,58.91404772112483,9560.09621748323
128668,403.83734858806014,7424.545615418,46.03745773903886,7470.587111530524
128669,474.5233013110684,8724.10614937098,54.0956563494618,8778.206550953453
128670,474.52330131288903,8724.106149404453,54.09565634966935,8778.206550987134
128671,474.52330131097006,8724.106149369172,54.095656349450586,8778.206550951636
128672,474.523301314808,8724.106149439733,54.09565634988812,8778.206551022635
128673,123.66729710178255,2273.6220205433015,14.098071869603212,2287.7213290858754
128981,327.38011335264025,6018.880110187158,37.32133292220099,6056.204716910492
128982,480.0689986706271,8826.063739869493,54.727865848451486,8880.79640640793
128983,465.2747224713057,8554.071119887732,53.041318361728855,8607.117090996684
128984,465.4659835368817,8557.587452665735,53.063122123204515,8610.655229448776
128985,465.4659835368817,8557.587452665735,53.063122123204515,8610.655229448776
128986,465.49325282320484,8558.088798222092,53.06623082184535,8611.159683976466
128987,465.4977238018211,8558.170997119245,53.0667405134076,8611.242392609889
128988,465.47343408513484,8557.724430920864,53.063971485705366,8610.793057140909
128989,245.6620461100138,4516.494261112143,28.005473256541574,4544.502190989145
128998,512.0052002412767,9413.21048638387,58.36859282750555,9471.58419926338
129026,456.7362449827155,8397.091296644776,52.067931928029566,8449.163795935254
129027,474.52330130905113,8724.106149333893,54.09565634923183,8778.206550916137
129028,474.52330131288903,8724.106149404453,54.09565634966935,8778.206550987134
129029,474.52330131288903,8724.106149404453,54.09565634966935,8778.206550987134
129030,474.52330131288903,8724.106149404453,54.09565634966935,8778.206550987134
129031,70.68595272482891,1299.5605339864524,8.058198610630496,1307.61943945661
129343,246.99826992210515,4541.060722535204,28.157802771119986,4569.220995289023
129344,411.0013501442238,7556.255712388053,46.85415391644152,7603.113976317996
129352,219.63628411730159,4038.010887133749,25.038536389372382,4063.051619885962
129353,465.2983302292091,8554.505148280708,53.04400964612984,8607.55381091014
