gml_id,length,Cement,Steel,Gravel,Sand,Lime,Fly ash,Copper,Aluminum,Total
layer_railway_pl.196,3878.397910838338,15668.727559786885,1357.4392687934183,54103.65085619481,25325.938357774347,5914.556814028465,1004.5050589071294,50.41917284089839,46.54077493006005,103471.77786325601
layer_railway_pl.197,1391.1306489211745,5620.167821641545,486.8957271224111,19406.272552450384,9084.083137455269,2121.4742396047914,360.3028380705842,18.084698435975266,16.693567787054093,37113.974582568015
layer_railway_pl.2111,4293.360186683823,17345.175154202643,1502.6760653393378,59892.374604239325,28035.64201904536,6547.37428469283,1111.98028835111,55.8136824268897,51.52032224020587,114542.5564205377
layer_railway_pl.2112,17637.019909462208,71253.56043422731,6172.9569683117725,246036.42773699778,115169.74000878821,26896.455361929868,4567.988156550712,229.28125882300867,211.6442389135465,470538.05416454223
layer_railway_pl.2264,2733.2565816474307,11042.35658985562,956.6398035766007,38128.92931398166,17848.16547815772,4168.216287012332,707.9134546466846,35.5323355614166,32.79907897976917,72920.5523417718
layer_railway_pl.2265,1497.2381270732023,6048.842033375738,524.0333444756209,20886.471872671173,9776.96496978801,2283.2881437866336,387.78467491195937,19.46409565195163,17.966857524878428,39944.81599218596
layer_railway_pl.2275,1062.8822046654618,4294.044106848465,372.00877163291165,14827.206755083193,6940.620796465466,1620.8953621148291,275.2864910083546,13.817468660651004,12.754586455985542,28356.634338269854
layer_railway_pl.2276,1350.9433793380865,5457.811252525869,472.83018276833025,18845.660141766308,8821.660267077705,2060.188653490582,349.8943352485644,17.562263931395126,16.21132055205704,36041.81841736081
layer_railway_pl.2277,9517.669643752886,38451.385360761655,3331.1843753135104,132771.49153035277,62150.38277370635,14514.446206723152,2465.0764377319974,123.72970536878752,114.21203572503462,253921.90842568327
layer_railway_pl.2278,1945.6370676996075,7860.373753506415,680.9729736948627,27141.637094409525,12705.010052078436,2967.0965282419015,503.9200005341984,25.2932818800949,23.34764481239529,51907.65132915783
layer_railway_pl.2279,3725.5488752181805,15051.217455881448,1303.942106326363,51971.40680929362,24327.834155174718,5681.462034707725,964.9171586815087,48.432135377836346,44.706586502618165,99393.91844194583
layer_railway_pl.2280,1721.1140126350606,6953.3006110456445,602.3899044222712,24009.540476259095,11238.874502506946,2624.698869268467,445.7685292724807,22.374482164255788,20.65336815162073,45917.60074309078
layer_railway_pl.2281,601.7282975684611,2430.9823221765832,210.6049041489614,8394.109751080032,3929.285783122051,917.6356537919032,155.84762907023142,7.822467868389995,7.220739570821533,16053.509250828974
layer_railway_pl.2282,631.5295882075702,2551.3795363585837,221.03535587264957,8809.837755495604,4123.888210995434,963.0826220165445,163.56616334576069,8.209884646698413,7.578355058490843,16848.577883789767
layer_railway_pl.2283,424.84370467191104,1716.3685668745206,148.69529663516886,5926.569680173158,2774.229391507579,647.8866496246643,110.03451951002495,5.522968160734844,5.098124456062933,11334.405196941914
layer_railway_pl.2284,309.17303734347695,1249.059070867647,108.21056307021693,4312.963870941503,2018.8999338529045,471.4888819488023,80.07581667196054,4.019249485465201,3.710076448121723,8248.427463286622
layer_railway_pl.5880,3162.1841156546157,12775.223827244647,1106.7644404791156,44112.46841338189,20649.06227522464,4822.330776373288,819.0056859545455,41.10839350351,37.94620938785538,84363.9100215495
layer_railway_pl.7470,2030.0965155305198,8201.5899227433,710.5337804356819,28319.84639165075,13256.530246414295,3095.8971861840428,525.7949975224046,26.391254701896756,24.361158186366236,54160.94493783874
layer_railway_pl.8237,1477.1066707512657,5967.510949835113,516.987334762943,20605.638056980155,9645.506560005766,2252.58767289568,382.57062772457783,19.202386719766455,17.72528004901519,39407.72886897302
layer_railway_pl.8238,16367.198538170687,66123.48209420957,5728.5194883597405,228322.4196074811,106877.80645425458,24959.9777707103,4239.104421386209,212.77358099621893,196.40638245804823,436660.48979985574
layer_railway_pl.8239,8253.67158633319,33344.83320878609,2888.7850552166165,115138.718629348,53896.47545875573,12586.849169158115,2137.700940860296,107.29773062233147,99.04405903599827,220199.7042517832
layer_railway_pl.8240,18515.419077844643,74802.29307449235,6480.396677245625,258290.09613593278,120905.6865783255,28236.01409371308,4795.493541161763,240.70044801198037,222.18502893413572,493972.8655778172
layer_railway_pl.8241,3939.981625529107,15917.525767137593,1378.9935689351876,54962.743676131046,25728.08001470507,6008.471978931888,1020.4552410120388,51.21976113187839,47.27977950634928,105114.76978749105
layer_railway_pl.8242,205.9601466267735,832.078992372165,72.08605131937072,2873.1440454434905,1344.919757472831,314.0892236058296,53.343677976334334,2.677481906148056,2.471521759521282,5494.81075185569
layer_railway_pl.8243,4326.525430068866,17479.16273747822,1514.283900524103,60355.02974946068,28252.21105834969,6597.951280855021,1120.5700863878362,56.244830590895255,51.91830516082639,115427.37194880727
layer_railway_pl.8244,302.04478318321856,1220.2609240602028,105.7156741141265,4213.524725405899,1972.3524341864172,460.6182943544083,78.2295988444536,3.926582181381841,3.6245373981986226,8058.2527705450875
layer_railway_pl.8247,8962.448164907099,36208.29058622468,3136.8568577174847,125026.15190045403,58524.78651684336,13667.733451483326,2321.2740747109387,116.51182614379228,107.54937797888519,239109.1545915565
layer_railway_pl.8248,4948.495715824226,19991.922691929874,1731.9735005384791,69031.51523574795,32313.677024332195,7546.455966631945,1281.6603903984744,64.33044430571493,59.38194858989071,132020.91720247452
layer_railway_pl.8715,40.935694456017664,165.38020560231135,14.327493059606182,571.0529376614464,267.31008479779535,62.42693404542694,10.602344864108574,0.5321640279282296,0.49122833347221195,1092.1233923920952
