id,Cement,Steel,Gravel,Sand,Asphalt,Copper,Total
3325,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
3948,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
4982,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
6017,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
6125,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
6537,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
6636,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
6741,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
7152,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
7464,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
7771,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
8083,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
8391,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
8910,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
9011,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
9380,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
9630,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
9943,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
9997,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10156,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10249,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10409,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10616,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10659,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10863,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
10987,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11248,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11251,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11253,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11396,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11446,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11466,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11658,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11683,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11881,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
11888,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12069,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
12089,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12300,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12439,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12478,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12486,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12505,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
12714,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12882,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
12901,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13097,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13332,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13491,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13497,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13500,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
13502,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13544,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13683,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13685,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13696,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13707,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13939,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
13955,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
13958,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
14101,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14109,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14122,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14144,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14148,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14153,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14155,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14163,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
14333,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14349,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14362,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14364,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
14365,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14368,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14517,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14520,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14541,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14555,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14560,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14724,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14726,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
14751,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14761,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14774,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14778,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14784,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14786,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14932,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14963,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14966,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
14970,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15142,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15167,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15168,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15176,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15179,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15181,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15183,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15188,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15190,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15192,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15196,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15200,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15202,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15347,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15371,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15388,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15394,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15396,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15400,631664.1000000001,48834.51,2036.6999999999998,13098.0,9112.32,13.620000000000001,655926
15402,421109.4,32556.34,1357.8,8732.0,6074.88,9.08,437284
15404,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15405,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15556,631664.1000000001,48834.51,2036.6999999999998,13098.0,9112.32,13.620000000000001,655926
15567,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15570,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
15573,210554.7,16278.17,678.9,4366.0,3037.44,4.54,218642
