id,inter_length,Cement,Steel,Total
20027,45.559300123792816,837.6072771829298,5.19376021411238,842.8014929900434
20288,545.0178003161549,10020.146808634505,62.13202923604166,10082.284288048548
20549,544.9933477787395,10019.697248978648,62.12924164677629,10081.8319405589
20810,544.9689003179718,10019.24778265691,62.12645463624879,10081.37968698216
21071,621.4177064353432,11424.758318636723,70.84161853362913,11495.606151347414
21331,308.8926249802718,5678.987821336048,35.21375924775099,5714.204669510049
21332,321.39501136338794,5908.844069965774,36.63903129542623,5945.486315211314
21591,16.17182021402069,297.3187529165683,1.8435875043983587,299.1625021391688
21592,614.0875563159418,11289.993581993029,70.00598142001738,11360.005704288607
21852,630.2311225869261,11586.792886449412,71.84634797490958,11658.645536735547
22113,550.1302741445136,10114.13958884414,62.714851252474546,10176.859941399356
22374,546.2651203706665,10043.078775363501,62.27422372225598,10105.35846173696
22635,544.8026663404471,10016.191572642456,62.107503962810966,10078.30452463193
22896,544.7782592416083,10015.742848374379,62.10472155354335,10077.853017710513
23157,544.8101769709865,10016.329655509819,62.108360174692464,10078.44346378628
23418,544.8938322458807,10017.867656902195,62.11789687603041,10079.991002716546
23679,544.8694329833585,10017.419076704717,62.11511536010286,10079.539640759147
23940,544.845038788814,10016.97058968196,62.11233442192479,10079.08837255427
24201,546.2050179491773,10041.973792945446,62.26737204620621,10104.246627041832
24462,549.2075111958073,10097.174601259807,62.609656276322035,10159.78974961124
24723,551.1174647834421,10132.289078868935,62.8273909853124,10195.121981028897
24984,559.7722024039699,10291.406343474964,63.814031074052565,10355.22597227104
25021,156.8365150768313,2883.437761322393,17.879362718758767,2901.318692406302
25245,559.7471614087348,10290.945965027975,63.81117640059577,10354.762738900185
25281,314.01065765637424,5773.082800905865,35.79721497282666,5808.883155985267
25282,417.4636252738175,7675.064576022883,47.590853281215196,7722.65960394035
25506,565.6295876514507,10399.094312676047,64.48177299226538,10463.581741964188
25507,48.4200996072065,890.2030470774956,5.5198913552215405,895.7234226337131
25541,366.26704253967364,6733.815914421475,41.75444284952279,6775.574019941423
25542,375.0589798788036,6895.455594482006,42.756723706183614,6938.216068777988
25766,211.25251592142692,3883.875392690275,24.08278681504267,3907.9602920304765
25767,480.64017304042426,8836.56477494647,54.792979726608365,8891.362561074808
25773,66.67537961709924,1225.8261875065734,7.600993276349313,1233.4278475367187
25774,490.40262653093254,9016.04738474493,55.90589942452631,9071.95818819572
25775,490.40262653108374,9016.04738474771,55.90589942454355,9071.958188198518
25776,472.72502501023456,8691.044857562913,53.89065285116674,8744.940237664328
25777,464.99341627288555,8548.899308242839,53.00924945510896,8601.91320763211
25778,475.31279492843595,8738.620981631346,54.1856586218417,8792.811393381138
25779,493.3724409851627,9070.647393787807,56.24445827230855,9126.896785784525
25780,242.47310470776057,4457.865605321132,27.641933936684705,4485.509963988863
25799,138.16417939815628,2540.1470565933096,15.750716451389815,2555.8991546864927
25800,498.17972647813093,9159.029289503174,56.792488818506925,9215.826760118945
25801,498.1797264821091,9159.029289576312,56.792488818960436,9215.826760192536
25802,257.64990325095073,4736.890894769697,29.372088970608385,4766.265560239337
26027,600.079023020686,11032.446837445083,68.40900862435821,11100.86184685967
26030,451.3088757963481,8297.309168427102,51.44921184078368,8348.762893356643
26031,494.1036664146676,9084.090965997002,56.327817971272104,9140.423725004935
26032,477.13766803546014,8772.171255455256,54.39369415604245,8826.569720987978
26033,467.05146372705826,8586.736490107329,53.243866864884644,8639.985027486851
26034,407.74358437076654,7496.3617212207,46.482768618267386,7542.84856727481
26041,250.89933627740214,4612.7817884666765,28.602524335623844,4641.3868217956615
26042,490.61533433666045,9019.95801562616,55.93014811437929,9075.893069893882
26043,485.41160393295445,8924.287484191329,55.33692284835681,8979.629261155724
26044,485.41160393692604,8924.287484264345,55.33692284880957,8979.629261229195
26045,44.852914060224954,824.6203764680952,5.113232202865644,829.7340572001015
26050,438.47165508409273,8061.296994004494,49.98576867958657,8111.2871474006315
26051,465.04256680277445,8549.80294024334,53.01485261551628,8602.822443284525
26052,465.04256680091663,8549.802940209185,53.0148526153045,8602.822443250157
26053,464.56591852194015,8541.039766366684,52.960514711501176,8594.00492673737
26054,464.1900727080732,8534.1298448372,52.91766828872035,8587.052155026646
26055,464.19007270993444,8534.129844871419,52.917668288932525,8587.052155061077
26056,464.1900727080732,8534.1298448372,52.91766828872035,8587.052155026646
26057,464.1900727080732,8534.1298448372,52.91766828872035,8587.052155026646
26058,467.22414410582223,8589.911217144101,53.26355242806373,8643.179441813605
26059,498.17972647813093,9159.029289503174,56.792488818506925,9215.826760118945
26060,360.01554708204867,6618.882232947995,41.04177236735355,6659.927605470819
26287,131.73404788321727,2421.9291529924712,15.01768145868677,2436.9481517916365
26288,1049.0508923645896,19286.790165614057,119.5918017295632,19406.392457852544
26289,494.04997753913875,9083.103896557292,56.321697439461815,9139.430534496527
26290,494.08177495473035,9083.688491724968,56.32532234483926,9140.018754887556
26291,42.79479061624999,786.78179753185,4.878606130252499,791.6608316100086
26306,440.5586898727295,8099.667107723233,50.22369064549116,8149.8952039556225
26307,473.00323348743166,8696.159717634097,53.92236861756721,8750.086816284
26308,466.3583991443759,8573.994504685359,53.16485750245885,8627.16402577181
26309,466.35839914442425,8573.994504686249,53.164857502464365,8627.164025772703
26310,466.3583991481294,8573.994504754368,53.164857502886754,8627.164025841246
26311,26.80484901485053,492.8068810895369,3.05575278769296,495.86290192571994
26546,268.8353471142189,4942.535168341444,30.647229571020954,4973.185086265936
26547,542.020886036589,9965.04856957383,61.79038100817114,10026.84437079086
