id,length,Cement,Steel,Gravel,Sand,Lime,Fly ash,Copper,Aluminum,Total
43918,562.3267271141382,2271.799977541118,196.81435448994836,7844.457843242228,3671.9935280553223,857.5482588490606,145.64262232256178,7.310247452483796,6.747920725369658,15002.314752678092
43919,225.08889024357003,909.359116584023,78.78111158524952,3139.990018897802,1469.8304532905124,343.26055762144426,58.29802257308464,2.9261555731664104,2.7010666829228405,6005.146502808205
44348,234.67904840170655,948.1033555428944,82.1376669405973,3273.7727252038067,1532.4541860631439,357.88554881260245,60.781873536042,3.0508276292221854,2.816148580820479,6261.002332309129
44349,955.6519968251157,3860.8340671734677,334.47819888879053,13331.345355710364,6240.407539268006,1457.3692951583016,247.51386717770495,12.423475958726504,11.467823961901388,25495.83962329726
44350,255.14933818164184,1030.8033262538331,89.30226836357464,3559.3332676339037,1666.1251783261214,389.1027407270038,66.08367858904523,3.3169413963613437,3.061792058179702,6807.129193348022
44779,1077.786860434162,4354.2589161540145,377.2254011519567,15035.126703056561,7037.948198635079,1643.6249621620973,279.146796852448,14.011229185644108,12.933442325209946,28754.275649523013
44780,284.83284163191945,1150.7246801929546,99.6914945711718,3973.4181407652763,1859.958455856434,434.37008348867715,73.77170598266713,3.702826941214953,3.4179940995830336,7599.05538189798
45209,297.41853451278644,1201.5708794316572,104.09648707947525,4148.988556453371,1942.1430303684956,453.56326513199934,77.03140043881169,3.8664409486662232,3.5690224141534372,7934.8290822666295
45210,1019.3856953228894,4118.318209104473,356.78499336301127,14220.430449754309,6656.588590458468,1554.5631853674065,264.0208950886283,13.252014039197562,12.232628343874673,27196.190965519363
45640,1131.9248042984718,4572.9762093658255,396.1736815044651,15790.35101996368,7391.46897206902,1726.1853265551695,293.16852431330415,14.715022455880131,13.58309765158166,30198.621853878925
45641,161.23643997214734,651.3952174874753,56.43275399025157,2249.2483376114556,1052.8739530181222,245.8855709575247,41.76023795278616,2.0960737196379156,1.9348372796657682,4301.626982016919
46070,394.24127300115754,1592.7347429246765,137.98444555040513,5499.665758366148,2574.395512697559,601.2179413267652,102.1084897072998,5.125136549015048,4.730895276013891,10517.96292239788
46071,911.6359762203583,3683.009343930247,319.07259167712533,12717.321868273997,5952.982924718939,1390.2448637360465,236.1137178410728,11.851267690864658,10.939631714644298,24321.53620958294
46500,439.51277151218,1775.6315969092072,153.829470029263,6131.20316259491,2870.018397974535,670.2569765560745,113.83380782165462,5.71366602965834,5.27415325814616,11725.76123117345
46501,381.9572996858124,1543.1074907306822,133.68505489003434,5328.304330617083,2494.1811669483554,582.4848820208639,98.92694061862542,4.965444895915562,4.583487596229749,10190.23879831779
46502,615.9385522121661,2488.3917509371513,215.5784932742581,8592.342803359716,4022.078745945444,939.3062921235532,159.52808502295102,8.007201178758159,7.391262626545993,16432.62463446838
46931,637.1359425018321,2574.029207707402,222.99757987564124,8888.046397900558,4160.497704536964,971.6323123152939,165.0182091079745,8.282767252523817,7.645631310021985,16998.14981000638
46933,619.7786318792554,2503.9056727921916,216.9225211577394,8645.911914715613,4047.1544661715375,945.1624136158645,160.52266565672716,8.05712221443032,7.4373435825510645,16535.074119906654
47362,617.4972038217528,2494.6887034398815,216.1240213376135,8614.085993313452,4032.2567409560456,941.683235828173,159.93177578983398,8.027463649682787,7.409966445861033,16474.207900760543
47364,188.14291290891276,760.0973681520076,65.85001951811947,2624.593635079333,1228.5732212952003,286.917942186092,48.72901444340841,2.445857867815866,2.257714954906953,5019.464773496884
47365,431.48709085161687,1743.207847040532,151.0204817980659,6019.244917380055,2817.610703261058,658.0178135487158,111.75515653056877,5.609332181071019,5.177845090219402,11511.644096830287
47793,617.0516958913566,2492.888851401081,215.96809356197483,8607.871157684425,4029.347574170559,941.0038362343189,159.81638923586138,8.021672046587636,7.4046203506962796,16462.322194685505
47796,616.5746636127584,2490.961640995544,215.80113226446545,8601.216557397978,4026.2325533913126,940.2763620094565,159.69283787570444,8.015470626965861,7.398895963353101,16449.595450524783
48224,616.5085302896692,2490.694462370264,215.77798560138422,8600.293997540886,4025.80070279154,940.1755086917456,159.67570934502433,8.0146108937657,7.398102363476031,16447.831079598087
48227,894.4993395565166,3613.7773318083273,313.0747688447808,12478.265786813408,5841.080687304054,1364.111492823688,231.6753289451378,11.628491414234716,10.733992074678202,23864.347880028305
48228,563.520885374592,2276.624376913352,197.2323098811072,7861.116350975558,3679.7913814960857,859.3693501962528,145.95190931201932,7.325771509869696,6.7622506244951035,15034.173700908741
48655,616.469675310236,2490.5374882533533,215.76438635858258,8599.751970577792,4025.546979775841,940.1162548481099,159.6656459053511,8.014105779033068,7.3976361037228315,16446.794467601787
48657,171.29449924433592,692.0297769471172,59.953074735517575,2389.558264458486,1118.5530800655135,261.2241113476123,44.365275304283,2.226828490176367,2.055533990932031,4569.965945339638
48658,874.9738731828046,3534.89444765853,306.2408556139816,12205.885530900123,5713.5793918837135,1334.3351566037768,226.61823315434634,11.374660351376459,10.499686478193654,23343.42796264404
48659,510.51828035520504,2062.4938526350284,178.68139812432176,7121.730010955111,3333.684370719489,778.5403775416877,132.2242346119981,6.636737644617666,6.126219364262461,13620.117201596515
49086,902.1833054524188,3644.8205540277722,315.7641569083466,12585.457111061245,5891.256984604295,1375.8295408149388,233.66547611217652,11.728382970881446,10.826199665429026,24069.348406165085
49087,478.74117706377996,1934.114355337671,167.559411972323,6678.43942003973,3126.179886226483,730.0802950222645,123.99396485951901,6.223635301829139,5.744894124765359,12772.335862884585
