line,length,Cement,Steel,Total
1号线,36924.56366541475,678857.7337430136,4209.400257857282,683067.5032465075
2号线,31210.21014033083,573799.401327881,3557.963955997715,577357.67738598
3号线,43796.51941959088,805198.5715639842,4992.80321383336,810191.8127430116
4号线,39780.36048801342,731361.5297685219,4534.96109563353,735896.8886677603
机场城际线,26941.09198387992,495311.70671271253,3071.2844861623107,498383.26060979464
