gml_id,length,Cement,Steel,Gravel,Sand,Lime,Fly ash,Copper,Aluminum,Total
layer_railway_pl.5055,4210.090887462494,17008.76718534847,1473.531810611873,58730.76788010178,27491.893495130083,6420.388603380303,1090.4135398527858,54.73118153701242,50.52109064954992,112321.01478661186
layer_railway_pl.5056,13659.764530113245,55185.448701657515,4780.917585539636,190553.71519507977,89198.26238163949,20831.140908422698,3537.8790132993304,177.57693889147217,163.91717436135895,364428.85789889126
layer_railway_pl.5057,3415.022600682353,13796.691306756707,1195.2579102388236,47639.56527951883,22300.097582455764,5207.909466040589,884.4908535767295,44.39529380887059,40.980271208188235,91109.3879636045
layer_railway_pl.5058,119.90513648806704,484.41675141179087,41.96679777082347,1672.6766540085353,782.9805412670778,182.85533314430225,31.055430350409367,1.5587667743448714,1.4388616378568044,3198.949136365141
layer_railway_pl.5059,3825.8436097206572,15456.408183271455,1339.0452634022301,53370.51835560316,24982.758771475892,5834.411504824002,990.8934949176503,49.73596692636854,45.91012331664788,102069.68166373741
layer_railway_pl.14948,452.1069083097334,1826.5119095713228,158.2374179084067,6306.891370920781,2952.258111262559,689.4630351723434,117.09568925222095,5.8773898080265345,5.425282899716801,12061.760206795378
layer_railway_pl.14949,1149.925415614197,4645.698679081355,402.4738954649689,16041.459547818047,7509.012963960707,1753.6362588116504,297.830682644077,14.949030402984562,13.799104987370363,30678.86016317116
layer_railway_pl.14953,2248.662652357957,9084.597115526147,787.031928325285,31368.844000393503,14683.76711989746,3429.2105448458847,582.4036269607109,29.232614480653442,26.983951828295485,59992.07090225793
layer_railway_pl.14954,530.302826987664,2142.423421030163,185.6059894456824,7397.7244364779135,3462.877460229446,808.7118111561877,137.348432189805,6.893936750839632,6.363633923851968,14147.949121203888
layer_railway_pl.14958,3000.690832153475,12122.79096190004,1050.2417912537162,41859.637108540985,19594.51113396219,4576.05351903405,777.17892552775,39.00898081799518,36.0082899858417,80055.43071102256
layer_railway_pl.14969,124.26934777521156,502.0481650118547,43.49427172132405,1733.5574014642013,811.4788409721315,189.51075535719764,32.185761073779794,1.6155015210777504,1.4912321733025387,3315.381929294869
layer_railway_pl.14972,85.52370173139069,345.51575499481834,29.93329560598674,1193.0556391529,558.4697723059811,130.4236451403708,22.15063874843019,1.111808122508079,1.0262844207766881,2281.6868384917725
layer_railway_pl.15000,149.54361673399944,604.1562116053577,52.3402658568998,2086.133453439292,976.5198172730163,228.05401551934915,38.731796734105856,1.9440670175419927,1.7945234008079933,3989.674150846371
layer_railway_pl.15005,393.77781030440417,1590.8623536297928,137.82223360654146,5493.200453746438,2571.3691012877593,600.5111607142164,101.98845286884068,5.119111533957255,4.72533372365285,10505.5982011112
layer_railway_pl.15007,10438.970678016041,42173.44153918481,3653.6397373056147,145623.64095832378,68166.47852744475,15919.430283974463,2703.693405606155,135.70661881420855,125.26764813619249,278501.29871879
layer_railway_pl.15008,3026.1850894080617,12225.78776120857,1059.1647812928215,42215.281997242455,19760.98863383464,4614.932261347294,783.781938156688,39.3404061623048,36.31422107289674,80735.59200031767
layer_railway_pl.15014,5016.607817677203,20267.0955834159,1755.8127361870208,69981.67905659699,32758.449049432133,7650.326921957734,1299.3014247783956,65.21590162980362,60.19929381212643,133838.07996781007
layer_railway_pl.15025,2028.702108855357,8195.956519775642,710.045738099375,28300.39441853223,13247.42477082548,3093.7707160044197,525.4338461935374,26.37312741511964,24.34442530626428,54123.74356215206
layer_railway_pl.15034,385.2536164623564,1556.4246105079196,134.83876576182473,5374.287949649872,2515.706115499187,587.5117651050934,99.7806866637503,5.008297014010632,4.623043397548276,10278.181233599207
layer_railway_pl.15043,662.6632924687586,2677.159701573785,231.93215236406553,9244.152929939182,4327.191299820994,1010.5615210148569,171.6297927494085,8.614622802093862,7.9519595096251035,17679.193979774012
layer_railway_pl.15045,1904.5907273570933,7694.546538522657,666.6067545749827,26569.040646631453,12436.97744964182,2904.5008592195672,493.28899838548716,24.759679455642214,22.855088728285118,50812.57601515989
layer_railway_pl.15084,74.86995468748735,302.4746169374489,26.204484140620576,1044.4358678904484,488.9008041092924,114.17668089841821,19.391318264059223,0.9733094109373356,0.8984394562498482,1997.455521107475
layer_railway_pl.15137,1988.008609596281,8031.554782768976,695.8030133586983,27732.72010386812,12981.696220663714,3031.7131296343287,514.8942298854369,25.844111924751655,23.85610331515537,53038.08169541918
layer_railway_pl.15182,1304.6788217736218,5270.902439965433,456.63758762076765,18200.269563742022,8519.552706181752,1989.6352032047735,337.91181483936805,16.960824683057083,15.656145861283461,34807.52628609846
layer_railway_pl.15183,1289.9254673325413,5211.298888023467,451.47391356638946,17994.46026928895,8423.213301681495,1967.1363376821255,334.09069603912815,16.76903107532304,15.479105607990496,34413.92154296487
layer_railway_pl.15184,52.68031322050267,212.82846541083077,18.438109627175933,734.8903694260123,344.00244532988245,80.33747766126658,13.644201124110191,0.6848440718665347,0.6321637586460319,1405.4580764097907
layer_railway_pl.15188,164.94871611292632,666.3928130962223,57.73205063952421,2301.034589775322,1077.1151162174087,251.54679207221264,42.72171747324792,2.144333309468042,1.9793845933551157,4400.666797176762
layer_railway_pl.15191,82.9559878591278,335.14219095087634,29.03459575069473,1157.2360306348328,541.7026007201046,126.5078814851699,21.4856008555141,1.0784278421686615,0.9954718543095337,2213.1828000936707
layer_railway_pl.15195,75.03079095313791,303.1243954506771,26.260776833598268,1046.679533796274,489.9510649239906,114.42195620353532,19.432974856862717,0.9754002823907929,0.9003694914376549,2001.7464718387662
layer_railway_pl.15197,707.2262053812127,2857.193869740099,247.52917188342445,9865.805565067918,4618.187121139319,1078.5199632063493,183.1715871937341,9.193940669955765,8.486714464574552,18868.087933365376
layer_railway_pl.15207,5716.172482227858,23093.33682820055,2000.6603687797506,79740.60612707862,37326.606308947914,8717.163035397485,1480.4886728970152,74.31024226896216,68.5940697867343,152501.76565335703
layer_railway_pl.15209,7972.484460169841,32208.83721908616,2790.3695610594445,111216.15821936929,52060.323524909065,12158.038801759008,2064.873475183989,103.64229798220794,95.6698135220381,212697.91291287122
layer_railway_pl.15210,3149.1249579822684,12722.464830248364,1102.193735293794,43930.29316385265,20563.78597562421,4802.415560922959,815.6233641174075,40.938624453769485,37.78949949578722,84015.50475400893
