line,length,Cement,Steel,Total
12号线,44738.6752372753,822520.0968505541,5100.208977049384,827620.7532143558
1号线,32524.95763225976,597971.0208195194,3707.8451700776127,601679.1912391733
2号线,30206.820594622277,555352.0945639247,3443.5775477869392,558795.9741799175
3号线,59932.20126062124,1101852.9208545089,6832.270943710821,1108685.7911202323
九里支线,15857.287207164938,291536.0667308553,1807.730741616803,293343.9560453442
九里线,49279.74591105678,906007.6357773199,5617.891033860473,911626.0196086394
保税区线,36589.32134040537,672694.3069501392,4171.182632806212,676865.8554761589
