line,length,Cement,Steel,Total
1号线,25792.324933799093,474191.63598464703,2940.3250424530966,477132.2189503494
2号线,27628.266610424093,507945.40534998087,3149.6223935883463,511095.3040262353
4号线,35347.789616828646,649868.7586274985,4029.6480163184656,653898.7601217132
磁浮快线,17820.986350795898,327638.6558495191,2031.5924439907324,329670.4265033733
